customer_segment,uk_region,support_channel,product_area,issue_category,priority_initial,day_of_week,hour_of_day,customer_tenure_months,contract_value_gbp,previous_tickets_90d,avg_sentiment_score,message_length,contains_urgent_keyword,contains_refund_keyword,agent_queue_length_at_submit,assigned_agent,agent_experience_months,backlog_age_hours,first_response_minutes,reopened_last_90d,submitted_hour,submitted_dayofweek_num,submitted_month,is_weekend,contract_value_log1p,queue_pressure,negative_sentiment_flag,high_backlog_flag,message_word_count,message_has_deadline,sla_breached,resolution_hours
Mid-Market,London,web,Api Integration,how_to,Medium,Friday,4,47.0,13297.8,2,0.343,99,0,0,9.0,George,1,17.89,1,1,4.0,4.0,11.0,0,9.495429084575365,4.5,0,1,17,0,0,16.72
SMB,Greater Manchester,web,Mobile App,integration_failure,Critical,Friday,5,52.0,9164.61,3,-0.219,120,1,0,49.0,George,27,5.32,241,0,5.0,4.0,1.0,0,9.123213715614868,1.75,0,0,18,1,1,19.3
SMB,Northern Ireland,phone,Mobile App,bug,Medium,Wednesday,4,27.0,9144.55,2,0.61,84,0,0,30.0,Grace,10,8.46,129,1,4.0,2.0,9.0,0,9.121022701170682,2.727272727272727,0,0,12,1,0,23.12
SMB,Greater Manchester,partner portal,Account Access,access_request,High,Monday,14,60.0,17698.48,1,0.812,110,0,0,73.0,Amelia,1,1.53,349,0,14.0,0.0,9.0,0,9.78129053959929,36.5,0,0,17,0,0,19.26
Mid-Market,Yorkshire,email,Mobile App,refund_request,High,Friday,2,0.0,7764.01,0,-1.0,113,0,1,18.0,Noah,13,8.56,103,0,2.0,4.0,1.0,0,8.957383023411964,1.2857142857142858,1,0,17,0,1,29.09
Enterprise,Greater Manchester,web,Reporting,bug,Critical,Saturday,16,21.0,89154.27,9,0.591,94,0,0,72.0,George,6,0.47,277,1,16.0,5.0,1.0,1,11.398134735397187,10.285714285714286,0,0,15,0,1,49.19
Mid-Market,Greater Manchester,email,Mobile App,how_to,High,Friday,14,22.0,17473.08,2,-0.753,93,1,0,31.0,George,32,0.76,210,0,14.0,4.0,10.0,0,9.768473919078074,0.9393939393939394,1,0,15,1,0,7.38
Mid-Market,South East,email,Security,performance,Medium,Tuesday,2,41.0,7584.5,0,0.416,97,0,0,28.0,Harry,33,1.29,57,0,2.0,1.0,10.0,0,8.933993809188147,0.8235294117647058,0,0,14,0,0,20.74
Mid-Market,Yorkshire,partner portal,Billing,how_to,High,Monday,6,41.0,9058.29,5,0.672,88,0,0,41.0,Grace,41,10.53,237,0,6.0,0.0,11.0,0,9.111546029520298,0.9761904761904762,0,0,14,0,0,18.18
Mid-Market,London,web,Mobile App,data_quality,High,Thursday,15,34.0,9241.04,1,0.552,104,1,0,28.0,Isla,23,7.49,177,0,15.0,3.0,10.0,0,9.131517919488363,1.1666666666666667,0,0,17,1,1,44.23
SMB,Northern Ireland,phone,Mobile App,service_outage,Critical,Sunday,16,28.0,53016.84,3,-0.278,108,1,0,48.0,Ava,23,8.39,304,0,16.0,6.0,1.0,1,10.878383739669504,2.0,0,0,16,1,1,38.14
SMB,West Midlands,phone,Workflow Automation,access_request,Medium,Saturday,5,40.0,23901.09,2,0.072,96,0,0,33.0,Grace,19,3.59,203,0,5.0,5.0,11.0,1,10.08172118179502,1.65,0,0,14,0,0,13.94
SMB,South East,web,Billing,data_quality,High,Friday,0,48.0,25505.93,0,0.875,101,1,0,23.0,George,1,5.59,165,0,0.0,4.0,10.0,0,10.146705458931061,11.5,0,0,14,1,0,12.09
Public Sector,South East,web,Account Access,integration_failure,Critical,Friday,7,62.0,44822.87,0,-1.0,123,1,0,40.0,Amelia,1,5.24,283,1,7.0,4.0,9.0,0,10.710496089008895,20.0,1,0,18,1,1,36.35
Mid-Market,South East,web,Payments,refund_request,Critical,Wednesday,18,32.0,51923.41,0,-1.0,130,0,1,31.0,Sophie,14,0.25,137,0,18.0,2.0,1.0,0,10.857544286137632,2.066666666666667,1,0,19,0,1,16.91
SMB,Greater Manchester,chat,Api Integration,billing_query,Medium,Saturday,0,0.0,4239.66,0,0.489,143,0,1,42.0,Grace,11,4.93,55,0,0.0,5.0,10.0,1,8.352474196489542,3.5,0,0,18,1,0,29.25
Mid-Market,London,phone,Workflow Automation,integration_failure,Critical,Sunday,3,27.0,31136.05,2,-0.623,130,1,0,38.0,Ava,22,0.79,216,0,3.0,6.0,11.0,1,10.346153707438706,1.6521739130434783,1,0,18,1,1,34.15
SMB,Northern Ireland,web,Billing,service_outage,Critical,Thursday,2,68.0,13473.35,1,-0.565,98,1,0,31.0,Amelia,31,2.24,131,0,2.0,3.0,9.0,0,9.508543157136925,0.96875,1,0,14,0,1,24.98
SMB,Yorkshire,phone,Account Access,bug,High,Thursday,9,23.0,33159.47,1,-0.026,80,0,0,33.0,Grace,10,4.76,214,0,9.0,3.0,2.0,0,10.409113782852042,3.0,0,0,13,0,1,30.14
Public Sector,Greater Manchester,chat,Billing,service_outage,Critical,Wednesday,6,15.0,51038.45,2,-0.161,103,1,0,22.0,Amelia,24,8.74,186,0,6.0,2.0,2.0,0,10.840354142098542,0.88,0,0,16,1,1,25.97
Enterprise,Yorkshire,web,Api Integration,bug,Critical,Thursday,20,59.0,184025.72,6,-0.021,83,0,0,38.0,George,22,37.66,106,1,20.0,3.0,9.0,0,12.122836243439401,1.6521739130434783,0,1,12,1,1,44.13
Mid-Market,West Midlands,web,Billing,how_to,Medium,Sunday,4,0.0,17702.09,1,0.699,80,0,0,3.0,Mia,26,10.16,20,0,4.0,6.0,2.0,1,9.781494479596443,0.1111111111111111,0,0,13,0,0,14.14
Enterprise,Northern Ireland,web,Payments,bug,Critical,Sunday,17,1.0,57570.34,4,0.422,78,0,0,41.0,Leo,5,6.29,215,0,17.0,6.0,11.0,1,10.960780153410784,6.833333333333333,0,0,12,0,1,18.22
Mid-Market,Scotland,web,Security,bug,Critical,Monday,1,25.0,17980.84,0,0.206,87,0,0,11.0,Harry,1,43.0,1,0,1.0,0.0,1.0,0,9.797117638718458,5.5,0,1,14,1,1,31.13
Public Sector,Scotland,email,Account Access,access_request,Critical,Friday,21,0.0,21092.44,7,0.413,91,0,0,32.0,George,12,24.2,138,0,21.0,4.0,1.0,0,9.956717370650653,2.4615384615384617,0,1,14,0,1,32.66
SMB,Wales,web,Data Export,performance,Medium,Tuesday,12,54.0,4545.58,7,0.504,104,0,0,34.0,Oliver,26,3.16,1,0,12.0,1.0,10.0,0,8.422130580964092,1.2592592592592593,0,0,16,0,0,25.92
SMB,South East,web,Account Access,service_outage,Critical,Saturday,6,22.0,57539.52,0,-0.046,120,1,0,18.0,Muhammad,31,12.54,181,0,6.0,5.0,10.0,1,10.960244674256222,0.5625,0,0,18,0,1,25.82
SMB,Scotland,web,Data Export,data_quality,Critical,Wednesday,12,4.0,21598.24,3,0.052,105,0,0,39.0,Leo,67,22.89,48,0,12.0,2.0,12.0,0,9.980413407868058,0.5735294117647058,0,1,17,0,1,30.45
Mid-Market,South East,chat,Reporting,bug,High,Monday,20,20.0,11909.06,0,0.014,75,0,0,52.0,Noah,1,7.16,180,0,20.0,0.0,10.0,0,9.38513870012003,26.0,0,0,12,0,1,25.26
SMB,South West,email,Workflow Automation,bug,High,Friday,8,40.0,15309.7,0,-0.17,102,0,0,35.0,Ava,22,9.29,129,0,8.0,4.0,10.0,0,9.636307209357012,1.5217391304347827,0,0,15,1,0,19.18
Enterprise,South West,email,Account Access,data_quality,Critical,Thursday,1,0.0,90798.7,0,-0.309,104,0,0,34.0,George,12,18.46,65,0,1.0,3.0,10.0,0,11.416411260619169,2.6153846153846154,0,1,16,0,1,39.5
Enterprise,London,email,Account Access,bug,Critical,Monday,13,17.0,137822.51,0,-0.177,80,0,0,22.0,Noah,24,6.59,138,0,13.0,0.0,2.0,0,11.833729232588636,0.88,0,0,13,0,1,18.34
SMB,Wales,email,Payments,integration_failure,Critical,Wednesday,19,26.0,5944.72,1,0.036,102,1,0,21.0,Harry,36,5.03,195,0,19.0,2.0,12.0,0,8.690426911968256,0.5675675675675675,0,0,14,1,0,20.63
SMB,Yorkshire,web,Workflow Automation,integration_failure,Critical,Friday,14,28.0,23798.11,1,-0.72,126,1,0,40.0,Noah,23,12.68,181,0,14.0,4.0,11.0,0,10.077403464002375,1.6666666666666667,1,0,17,1,1,35.56
SMB,Scotland,partner portal,Security,access_request,Critical,Thursday,7,8.0,12620.74,0,0.618,100,0,0,28.0,Mia,5,5.93,203,0,7.0,3.0,11.0,0,9.443176002977816,4.666666666666667,0,0,16,0,0,14.0
SMB,Northern Ireland,phone,Billing,refund_request,Medium,Sunday,6,41.0,857.8,4,0.633,97,0,0,26.0,George,4,10.4,78,0,6.0,6.0,10.0,1,6.755536066004626,5.2,0,0,15,1,0,14.49
Mid-Market,South West,web,Billing,integration_failure,Critical,Thursday,20,21.0,40698.78,2,-0.079,118,1,0,3.0,Oliver,17,0.93,70,0,20.0,3.0,9.0,0,10.61397796601067,0.16666666666666666,0,0,17,1,1,23.51
Public Sector,East Midlands,web,Payments,how_to,Critical,Saturday,18,38.0,111741.03,1,0.326,81,0,0,62.0,Leo,2,13.25,153,0,18.0,5.0,9.0,1,11.623948190021915,20.666666666666668,0,0,13,0,1,40.56
Mid-Market,East Midlands,email,Billing,integration_failure,Critical,Thursday,23,27.0,3373.77,4,-1.0,111,1,0,38.0,Oliver,14,3.68,220,0,23.0,3.0,12.0,0,8.12408245283629,2.533333333333333,1,0,16,1,1,24.84
SMB,West Midlands,chat,Reporting,data_quality,Medium,Thursday,22,30.0,6292.91,2,-0.656,88,0,0,22.0,Amelia,9,1.34,62,0,22.0,3.0,11.0,0,8.747337778189419,2.2,1,0,13,0,0,10.78
Enterprise,Northern Ireland,web,Data Export,data_quality,Low,Tuesday,20,54.0,36596.29,0,-0.054,105,0,0,8.0,Grace,8,10.01,175,0,20.0,1.0,1.0,0,10.507729472932239,0.8888888888888888,0,0,17,0,0,18.19
SMB,Greater Manchester,email,Mobile App,bug,High,Tuesday,8,47.0,17700.79,1,0.049,76,0,0,29.0,Sophie,7,12.75,126,0,8.0,1.0,1.0,0,9.781421043392136,3.625,0,0,13,0,0,23.42
SMB,Northern Ireland,partner portal,Workflow Automation,bug,Medium,Tuesday,21,21.0,5169.85,6,0.557,84,0,0,42.0,George,37,4.58,134,0,21.0,1.0,12.0,0,8.55079236404665,1.105263157894737,0,0,12,1,0,24.09
SMB,London,phone,Api Integration,how_to,Medium,Monday,18,14.0,9634.1,5,0.808,108,0,0,42.0,Isla,18,9.67,107,0,18.0,0.0,9.0,0,9.1731679596218,2.210526315789474,0,0,16,0,0,18.25
Enterprise,Yorkshire,web,Billing,bug,High,Thursday,4,57.0,24584.91,1,0.109,77,0,0,37.0,George,26,7.07,289,0,4.0,3.0,11.0,0,10.109928793600721,1.3703703703703705,0,0,12,0,1,33.38
SMB,East Midlands,web,Billing,access_request,Critical,Thursday,20,27.0,12567.55,6,0.519,96,0,0,26.0,Harry,19,40.39,149,0,20.0,3.0,12.0,0,9.438952940913005,1.3,0,1,14,1,1,39.39
Enterprise,South West,email,Billing,bug,Critical,Tuesday,2,26.0,94384.92,6,-0.148,73,0,0,23.0,Harry,11,23.71,108,1,2.0,1.0,12.0,0,11.455147188466873,1.9166666666666667,0,1,12,0,1,31.21
Enterprise,Yorkshire,chat,Account Access,billing_query,Critical,Sunday,1,0.0,114969.49,3,-0.229,144,0,1,37.0,Muhammad,2,1.63,167,0,1.0,6.0,9.0,1,11.65243076572009,12.333333333333334,0,0,21,0,1,27.66
Mid-Market,Northern Ireland,chat,Payments,data_quality,Critical,Tuesday,5,4.0,38219.02,1,0.011,102,0,0,38.0,George,23,50.08,137,0,5.0,1.0,12.0,0,10.551114741080365,1.5833333333333333,0,1,16,0,1,51.99
Mid-Market,London,chat,Reporting,bug,High,Monday,6,14.0,2541.56,6,0.562,79,0,0,42.0,Isla,47,15.02,165,0,6.0,0.0,10.0,0,7.8409267264643265,0.875,0,1,12,0,1,31.18
SMB,Yorkshire,phone,Payments,performance,Critical,Sunday,13,10.0,143704.74,1,-0.007,103,0,0,9.0,Noah,16,1.07,137,0,13.0,6.0,9.0,1,11.875523015597825,0.5294117647058824,0,0,13,1,1,18.68
Mid-Market,Scotland,email,Reporting,refund_request,High,Monday,17,0.0,33637.3,0,0.855,122,0,1,20.0,Oliver,46,11.06,78,1,17.0,0.0,2.0,0,10.423420577732655,0.425531914893617,0,0,17,1,1,30.86
Mid-Market,South West,phone,Api Integration,data_quality,Critical,Tuesday,16,2.0,41098.35,3,0.133,114,0,0,42.0,Amelia,20,2.27,104,0,16.0,1.0,11.0,0,10.623747585274108,2.0,0,0,16,0,1,24.77
SMB,East Midlands,email,Reporting,data_quality,Critical,Sunday,0,11.0,20227.89,2,0.184,84,0,0,37.0,Leo,13,20.78,201,0,0.0,6.0,11.0,1,9.914867059650007,2.642857142857143,0,1,13,0,1,33.71
SMB,Northern Ireland,phone,Mobile App,integration_failure,Critical,Friday,2,11.0,8770.3,5,-0.604,113,1,0,36.0,Muhammad,31,8.15,214,0,2.0,4.0,1.0,0,9.079240306992036,1.125,1,0,15,1,1,18.88
Mid-Market,South East,web,Workflow Automation,how_to,High,Friday,19,21.0,17693.94,1,0.767,88,0,0,19.0,Mia,23,26.0,80,0,19.0,4.0,1.0,0,9.781034001985457,0.7916666666666666,0,1,14,0,0,20.26
Mid-Market,Greater Manchester,web,Mobile App,bug,Critical,Wednesday,3,26.0,20170.29,2,-0.211,93,0,0,16.0,Sophie,27,1.61,27,0,3.0,2.0,12.0,0,9.912015585273984,0.5714285714285714,0,0,15,1,0,6.54
Public Sector,Yorkshire,chat,Reporting,integration_failure,Critical,Friday,17,14.0,22864.0,2,0.601,114,1,0,44.0,Isla,16,7.06,156,0,17.0,4.0,12.0,0,10.037362636092155,2.588235294117647,0,0,16,1,1,38.09
SMB,Northern Ireland,email,Billing,service_outage,Critical,Friday,2,28.0,57331.56,4,-0.067,113,1,0,18.0,Harry,4,14.78,84,1,2.0,4.0,12.0,0,10.95662397866442,3.6,0,1,17,1,1,38.18
Mid-Market,Scotland,phone,Account Access,performance,High,Monday,7,43.0,6518.66,3,-0.199,107,0,0,44.0,George,9,0.08,82,0,7.0,0.0,2.0,0,8.78257750632172,4.4,0,0,16,0,0,19.93
SMB,East Midlands,web,Billing,bug,Critical,Monday,3,42.0,16256.15,2,-0.185,92,0,0,50.0,Sophie,27,17.56,307,0,3.0,0.0,2.0,0,9.696288090986268,1.7857142857142858,0,1,15,0,1,37.12
SMB,Wales,web,Reporting,performance,Critical,Friday,5,42.0,51666.89,2,1.0,102,0,0,23.0,Mia,26,17.43,111,0,5.0,4.0,1.0,0,10.852591784372324,0.8518518518518519,0,1,15,0,1,23.6
Enterprise,Greater Manchester,phone,Mobile App,bug,Critical,Wednesday,4,16.0,130977.0,2,-0.113,86,0,0,17.0,Oliver,21,0.53,92,0,4.0,2.0,9.0,0,11.78278464914867,0.7727272727272727,0,0,14,1,1,15.95
Enterprise,South West,partner portal,Data Export,how_to,Critical,Friday,2,21.0,89375.83,6,0.259,80,0,0,39.0,Amelia,43,1.28,246,0,2.0,4.0,11.0,0,11.400616755311164,0.8863636363636364,0,0,14,0,1,28.68
SMB,Wales,web,Reporting,access_request,Low,Sunday,11,38.0,3098.43,2,-0.186,94,0,0,63.0,Leo,25,2.97,169,0,11.0,6.0,9.0,1,8.038973502599157,2.423076923076923,0,0,13,1,0,16.42
SMB,South East,email,Mobile App,billing_query,High,Monday,6,43.0,2618.84,1,-0.75,86,0,0,17.0,Mia,23,29.22,60,0,6.0,0.0,10.0,0,7.870868526188083,0.7083333333333334,1,1,14,0,1,35.57
SMB,Northern Ireland,partner portal,Account Access,service_outage,Critical,Thursday,23,0.0,4684.85,0,0.069,105,1,0,16.0,Muhammad,34,30.01,69,0,23.0,3.0,10.0,0,8.452302608312124,0.45714285714285713,0,1,15,1,1,44.83
SMB,South West,web,Reporting,performance,Medium,Saturday,9,34.0,22459.18,4,0.22,102,0,0,35.0,Leo,11,6.65,250,0,9.0,5.0,11.0,1,10.019499242507871,2.9166666666666665,0,0,15,0,0,26.73
SMB,Yorkshire,chat,Account Access,integration_failure,High,Monday,10,37.0,4514.2,0,-0.301,118,1,0,31.0,George,31,3.82,170,0,10.0,0.0,2.0,0,8.415204761658496,0.96875,0,0,17,0,1,30.75
Public Sector,London,chat,Payments,how_to,Critical,Thursday,22,0.0,62995.56,0,0.971,96,0,0,39.0,Isla,40,19.84,110,0,22.0,3.0,1.0,0,11.050835400708259,0.9512195121951219,0,1,16,0,1,27.47
Enterprise,Scotland,chat,Data Export,refund_request,Critical,Monday,14,43.0,149968.28,3,-1.0,107,0,0,64.0,Grace,30,10.45,114,0,14.0,0.0,12.0,0,11.918185752104009,2.064516129032258,1,0,17,0,1,29.33
SMB,Greater Manchester,web,Data Export,integration_failure,Critical,Thursday,12,14.0,19328.45,5,-0.095,103,1,0,8.0,Grace,1,2.9,107,0,12.0,3.0,1.0,0,9.869385118615995,4.0,0,0,15,0,1,30.13
SMB,Scotland,web,Payments,access_request,Critical,Tuesday,19,17.0,14315.14,8,0.3,105,1,0,40.0,Isla,16,13.47,217,0,19.0,1.0,10.0,0,9.56914285110605,2.3529411764705883,0,0,15,1,1,28.72
Enterprise,Scotland,web,Data Export,billing_query,Low,Tuesday,5,9.0,75198.5,16,-0.072,131,0,1,21.0,Noah,30,10.62,42,0,5.0,1.0,10.0,0,11.227899860979656,0.6774193548387096,0,0,17,1,0,30.0
Mid-Market,Northern Ireland,web,Account Access,data_quality,High,Wednesday,18,17.0,13906.22,0,0.101,103,0,0,26.0,Oliver,33,10.63,118,0,18.0,2.0,1.0,0,9.540163408725025,0.7647058823529411,0,0,16,0,1,34.7
Mid-Market,South West,phone,Account Access,refund_request,High,Wednesday,19,19.0,12725.68,2,-0.206,106,0,0,21.0,Muhammad,10,7.82,212,0,19.0,2.0,12.0,0,9.451455856280017,1.9090909090909092,0,0,17,0,1,30.26
SMB,Scotland,email,Account Access,how_to,Critical,Monday,13,5.0,22702.75,3,-0.791,98,0,0,34.0,Harry,20,3.53,115,0,13.0,0.0,10.0,0,10.030285388063653,1.619047619047619,1,0,17,0,1,28.71
Mid-Market,London,web,Billing,refund_request,High,Monday,5,64.0,25772.68,1,-0.474,97,0,0,21.0,Grace,4,0.85,206,0,5.0,0.0,12.0,0,10.15710909515863,4.2,1,0,14,1,1,29.94
SMB,South West,phone,Api Integration,service_outage,High,Wednesday,20,8.0,22710.63,0,-0.41,105,1,0,0.0,Muhammad,20,2.6,100,0,20.0,2.0,12.0,0,10.030632407072591,0.0,1,0,14,1,0,22.52
Mid-Market,West Midlands,chat,Account Access,how_to,Critical,Tuesday,2,17.0,14758.34,5,-0.551,83,0,0,44.0,Grace,34,13.2,229,0,2.0,1.0,12.0,0,9.599631381707544,1.2571428571428571,1,0,14,0,1,27.93
SMB,Greater Manchester,email,Billing,service_outage,Critical,Saturday,2,35.0,29396.45,0,-0.556,123,1,0,23.0,Muhammad,10,27.47,192,0,2.0,5.0,9.0,1,10.288663214871224,2.090909090909091,1,1,18,0,1,26.11
SMB,Wales,phone,Data Export,data_quality,Medium,Sunday,13,19.0,6617.94,7,0.219,90,0,0,17.0,Sophie,24,3.27,157,0,13.0,6.0,9.0,1,8.79769051526442,0.68,0,0,14,0,0,22.04
SMB,Greater Manchester,web,Data Export,data_quality,High,Thursday,13,41.0,2961.3,3,-0.304,100,0,0,32.0,Grace,40,8.31,57,0,13.0,3.0,1.0,0,7.9937212726159235,0.7804878048780488,0,0,16,0,1,33.06
SMB,Northern Ireland,phone,Billing,billing_query,Medium,Tuesday,21,25.0,4110.91,2,0.03,124,0,1,0.0,Muhammad,19,7.63,38,0,21.0,1.0,10.0,0,8.321642919735941,0.0,0,0,17,1,0,11.52
Mid-Market,West Midlands,partner portal,Billing,performance,Critical,Sunday,21,32.0,33638.11,0,0.308,105,0,0,66.0,Ava,5,12.18,178,0,21.0,6.0,12.0,1,10.423444657137615,11.0,0,0,14,0,1,39.69
SMB,West Midlands,web,Security,refund_request,High,Saturday,15,0.0,2836.12,1,0.361,98,0,0,39.0,Noah,12,24.6,68,1,15.0,5.0,12.0,1,7.950544732116634,3.0,0,1,15,1,1,36.41
Mid-Market,West Midlands,chat,Data Export,integration_failure,Critical,Tuesday,12,5.0,13989.49,1,-0.331,106,1,0,59.0,Mia,1,12.28,356,0,12.0,1.0,12.0,0,9.546133092064036,29.5,0,0,15,1,1,42.17
SMB,Greater Manchester,web,Security,bug,Critical,Wednesday,13,41.0,11803.78,1,-0.853,91,0,0,60.0,Ava,17,14.78,172,0,13.0,2.0,11.0,0,9.376259813174844,3.3333333333333335,1,1,14,1,1,35.33
SMB,West Midlands,chat,Reporting,integration_failure,Critical,Monday,10,25.0,13910.01,0,0.157,116,1,0,59.0,George,30,20.07,165,0,10.0,0.0,9.0,0,9.540435891914894,1.903225806451613,0,1,17,1,1,43.58
SMB,Yorkshire,web,Billing,service_outage,High,Monday,23,22.0,18612.15,3,0.382,113,1,0,9.0,Isla,13,0.05,8,0,23.0,0.0,12.0,0,9.831623599149436,0.6428571428571429,0,0,17,1,1,26.41
Mid-Market,London,email,Data Export,access_request,High,Thursday,19,45.0,9729.32,6,0.23,94,1,0,17.0,Grace,24,6.94,118,0,19.0,3.0,9.0,0,9.183002062614587,0.68,0,0,15,1,0,7.13
Mid-Market,Yorkshire,phone,Reporting,bug,Critical,Tuesday,17,56.0,7410.77,3,0.693,102,1,0,0.0,Ava,19,27.09,96,0,17.0,1.0,2.0,0,8.910824556162858,0.0,0,1,16,1,1,21.87
Mid-Market,London,email,Workflow Automation,access_request,High,Sunday,17,44.0,11122.69,0,-0.271,115,0,0,21.0,George,6,15.56,45,0,17.0,6.0,2.0,1,9.316832347292046,3.0,0,1,17,0,1,35.62
SMB,West Midlands,phone,Workflow Automation,refund_request,Critical,Tuesday,1,25.0,24570.62,9,-0.04,96,0,0,46.0,Sophie,1,52.38,148,0,1.0,1.0,2.0,0,10.109347397407603,23.0,0,1,14,0,1,49.12
SMB,London,chat,Mobile App,integration_failure,High,Sunday,15,36.0,10315.67,2,0.14,118,1,0,29.0,Isla,41,4.54,253,0,15.0,6.0,12.0,1,9.241516312546358,0.6904761904761905,0,0,17,1,0,16.21
Mid-Market,Scotland,web,Data Export,bug,Medium,Friday,0,4.0,18953.25,0,-0.101,80,0,0,4.0,Isla,11,0.11,19,0,0.0,4.0,11.0,0,9.84978345977116,0.3333333333333333,0,0,13,1,0,18.53
SMB,South East,web,Account Access,integration_failure,Critical,Sunday,5,18.0,3948.04,1,-0.966,115,1,0,29.0,Amelia,3,6.51,176,1,5.0,6.0,2.0,1,8.281227790381969,7.25,1,0,17,0,1,27.84
SMB,Yorkshire,chat,Security,bug,Medium,Monday,0,5.0,3671.89,3,0.381,78,0,0,50.0,Oliver,10,3.84,190,0,0.0,0.0,9.0,0,8.208734097100042,4.545454545454546,0,0,12,0,0,42.9
Enterprise,West Midlands,chat,Workflow Automation,billing_query,Critical,Sunday,17,28.0,295151.06,4,0.077,152,0,1,14.0,Muhammad,26,9.61,177,0,17.0,6.0,11.0,1,12.595245960146427,0.5185185185185185,0,0,21,0,1,23.73
SMB,East Midlands,web,Security,service_outage,Critical,Monday,5,24.0,102454.83,1,0.116,116,1,0,22.0,Leo,5,27.48,148,0,5.0,0.0,12.0,0,11.537187057855682,3.6666666666666665,0,1,15,1,1,31.53
SMB,Greater Manchester,chat,Billing,how_to,Medium,Friday,21,53.0,9003.01,2,-0.212,76,0,0,32.0,Isla,8,0.87,159,0,21.0,4.0,11.0,0,9.10542531264351,3.5555555555555554,0,0,13,0,0,13.35
SMB,East Midlands,email,Workflow Automation,service_outage,Critical,Thursday,0,39.0,18427.06,5,-0.399,123,1,0,36.0,Muhammad,32,0.05,143,0,0.0,3.0,11.0,0,9.82162978196542,1.0909090909090908,1,0,18,1,1,25.27
SMB,South West,chat,Billing,billing_query,Medium,Thursday,4,27.0,11310.65,0,0.459,113,0,1,24.0,Noah,29,8.4,90,0,4.0,3.0,1.0,0,9.333588447063624,0.8,0,0,16,0,0,16.6
SMB,South West,web,Account Access,billing_query,Medium,Monday,13,43.0,21771.38,0,0.264,90,0,0,29.0,Oliver,4,4.23,170,0,13.0,0.0,11.0,0,9.98839747301192,5.8,0,0,14,0,0,20.57
SMB,Scotland,phone,Payments,access_request,Medium,Tuesday,8,45.0,17954.17,0,0.322,100,0,0,46.0,Grace,30,6.2,102,0,8.0,1.0,12.0,0,9.795633374730093,1.4838709677419355,0,0,15,0,0,19.17
Enterprise,Northern Ireland,web,Billing,bug,Critical,Friday,10,41.0,197330.62,5,-0.274,73,0,0,70.0,Mia,17,5.18,234,0,10.0,4.0,1.0,0,12.192640942727907,3.888888888888889,0,0,12,0,1,40.25
SMB,South East,phone,Reporting,data_quality,High,Thursday,1,26.0,12102.55,0,-0.353,88,0,0,42.0,Mia,11,3.15,203,0,1.0,3.0,1.0,0,9.401254076984616,3.5,1,0,13,0,1,37.06
SMB,London,web,Billing,how_to,High,Wednesday,22,25.0,11339.24,6,0.599,76,0,0,42.0,Ava,22,15.14,136,0,22.0,2.0,1.0,0,9.336112741078953,1.826086956521739,0,1,13,0,1,35.06
SMB,London,web,Security,bug,Low,Tuesday,7,48.0,5151.79,0,0.55,93,0,0,10.0,Grace,12,0.92,1,0,7.0,1.0,12.0,0,8.547293594538358,0.7692307692307693,0,0,15,0,0,5.88
Mid-Market,Scotland,email,Security,bug,Medium,Wednesday,22,21.0,11504.13,1,0.522,83,0,0,16.0,Oliver,26,5.63,74,0,22.0,2.0,11.0,0,9.350548301840655,0.5925925925925926,0,0,14,0,0,21.49
Mid-Market,South West,phone,Mobile App,integration_failure,Critical,Thursday,5,2.0,2170.83,7,-0.625,111,1,0,18.0,Harry,47,2.96,85,0,5.0,3.0,2.0,0,7.683325409114047,0.375,1,0,16,1,1,34.12
Mid-Market,South West,email,Workflow Automation,bug,Medium,Thursday,4,26.0,14125.75,2,0.341,89,0,0,13.0,George,24,4.53,110,0,4.0,3.0,10.0,0,9.555825442145748,0.52,0,0,13,0,0,21.1
Mid-Market,London,web,Api Integration,bug,Critical,Saturday,5,38.0,81615.36,3,-0.409,94,0,0,37.0,Ava,7,2.89,219,0,5.0,5.0,11.0,1,11.309785011052803,4.625,1,0,15,1,1,18.35
SMB,Wales,phone,Data Export,how_to,High,Friday,9,8.0,6446.0,0,0.519,80,0,0,47.0,Mia,30,22.81,1,0,9.0,4.0,11.0,0,8.77137018531062,1.5161290322580645,0,1,14,0,0,19.49
SMB,West Midlands,web,Workflow Automation,refund_request,Medium,Thursday,2,15.0,9699.66,3,-0.525,96,0,0,0.0,George,31,1.51,89,0,2.0,3.0,12.0,0,9.179949203413887,0.0,1,0,14,0,0,30.65
SMB,South West,partner portal,Billing,how_to,Medium,Friday,20,13.0,59686.36,0,0.254,82,1,0,45.0,Harry,23,4.46,182,0,20.0,4.0,1.0,0,10.996875551670596,1.875,0,0,14,1,0,12.67
Enterprise,South East,phone,Account Access,service_outage,Critical,Wednesday,10,19.0,513336.42,3,-0.984,120,1,0,25.0,Oliver,48,37.61,276,0,10.0,2.0,9.0,0,13.148688646728974,0.5102040816326531,1,1,18,1,1,45.2
Public Sector,East Midlands,partner portal,Security,how_to,Critical,Friday,11,58.0,50539.93,3,-0.38,88,0,0,49.0,Harry,12,2.85,143,0,11.0,4.0,2.0,0,10.830538782039207,3.769230769230769,1,0,14,1,1,19.32
Enterprise,South East,email,Account Access,billing_query,Critical,Saturday,9,49.0,113321.82,3,0.87,94,0,0,73.0,George,47,5.35,209,0,9.0,5.0,12.0,1,11.63799583891544,1.5208333333333333,0,0,14,0,1,32.55
